origin,destination,operator,date,hour,month,day_of_week,scheduled_departure,mins_late,cancelled
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-14,14,4,Sunday,1445,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-01,10,12,Sunday,1015,5,False
London Victoria,Gatwick Airport,Southern,2024-12-29,18,12,Sunday,1845,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-07,18,10,Monday,1800,0,True
London Victoria,Gatwick Airport,Southern,2024-05-05,10,5,Sunday,1015,2,False
London Victoria,Gatwick Airport,Southern,2024-04-04,9,4,Thursday,0900,0,True
Birmingham New St,London Euston,Avanti West Coast,2024-04-19,20,4,Friday,2030,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-05,17,6,Wednesday,1745,10,False
London Kings Cross,Leeds,LNER,2024-11-11,1,11,Monday,0115,7,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-25,20,4,Thursday,2045,4,False
London Victoria,Gatwick Airport,Southern,2024-01-13,22,1,Saturday,2215,5,False
Birmingham New St,London Euston,Avanti West Coast,2024-06-28,6,6,Friday,0600,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-01,15,10,Tuesday,1500,10,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-06,18,11,Wednesday,1845,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-05,7,3,Tuesday,0745,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-17,8,5,Friday,0830,56,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-16,6,10,Wednesday,0600,1,False
London Kings Cross,Leeds,LNER,2024-08-11,8,8,Sunday,0800,6,False
Edinburgh Waverley,Glasgow Central,LNER,2024-07-20,16,7,Saturday,1615,0,False
London Waterloo,Southampton Central,South Western Railway,2024-10-03,8,10,Thursday,0845,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-21,6,3,Thursday,0645,1,False
London Kings Cross,Leeds,LNER,2024-03-27,3,3,Wednesday,0315,15,False
London Kings Cross,Leeds,LNER,2024-07-02,20,7,Tuesday,2000,7,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-11,0,1,Thursday,0045,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-02,15,5,Thursday,1500,91,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-05-09,6,5,Thursday,0600,34,False
London Kings Cross,Leeds,LNER,2024-03-12,17,3,Tuesday,1715,11,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-12,2,11,Tuesday,0200,2,False
London Victoria,Gatwick Airport,Southern,2024-02-12,21,2,Monday,2145,1,False
London Waterloo,Southampton Central,South Western Railway,2024-01-26,1,1,Friday,0130,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-05-05,21,5,Sunday,2100,6,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-17,17,2,Saturday,1730,5,False
London Kings Cross,Leeds,LNER,2024-03-17,22,3,Sunday,2215,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-04,7,7,Thursday,0715,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-11,21,7,Thursday,2130,7,False
London Victoria,Gatwick Airport,Southern,2024-08-09,11,8,Friday,1100,0,False
London Victoria,Gatwick Airport,Southern,2024-03-12,17,3,Tuesday,1700,4,False
London Kings Cross,Leeds,LNER,2024-09-19,11,9,Thursday,1130,14,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-18,14,1,Thursday,1400,2,False
London Kings Cross,Leeds,LNER,2024-04-26,18,4,Friday,1830,1,False
London Victoria,Gatwick Airport,Southern,2024-04-23,9,4,Tuesday,0945,61,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-12,14,3,Tuesday,1430,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-17,7,11,Sunday,0730,0,True
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-17,3,1,Wednesday,0315,13,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-28,4,1,Sunday,0415,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-30,7,3,Saturday,0715,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-28,4,6,Friday,0400,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-06,13,1,Saturday,1345,7,False
London Victoria,Gatwick Airport,Southern,2024-07-14,17,7,Sunday,1730,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-22,19,4,Monday,1930,6,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-19,8,6,Wednesday,0830,3,False
London Waterloo,Southampton Central,South Western Railway,2024-09-08,19,9,Sunday,1930,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-08,23,9,Sunday,2315,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-22,17,8,Thursday,1715,8,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-02,17,8,Friday,1745,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-07,8,3,Thursday,0800,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-06,11,10,Sunday,1130,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-05,7,12,Thursday,0700,8,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-25,18,2,Sunday,1830,4,False
London Victoria,Gatwick Airport,Southern,2024-03-05,7,3,Tuesday,0730,6,False
London Victoria,Gatwick Airport,Southern,2024-07-12,14,7,Friday,1400,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-05,17,11,Tuesday,1730,3,False
London Kings Cross,Leeds,LNER,2024-07-23,17,7,Tuesday,1730,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-21,17,2,Wednesday,1745,7,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-16,12,3,Saturday,1200,9,False
London Victoria,Gatwick Airport,Southern,2024-06-21,17,6,Friday,1730,0,False
London Kings Cross,Leeds,LNER,2024-09-27,13,9,Friday,1345,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-10,9,1,Wednesday,0900,0,False
London Kings Cross,Leeds,LNER,2024-03-23,18,3,Saturday,1830,3,False
London Victoria,Gatwick Airport,Southern,2024-04-05,8,4,Friday,0800,1,False
London Victoria,Gatwick Airport,Southern,2024-08-05,0,8,Monday,0015,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-28,23,1,Sunday,2315,1,False
London Waterloo,Southampton Central,South Western Railway,2024-10-31,11,10,Thursday,1100,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-17,8,4,Wednesday,0845,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-28,18,10,Monday,1845,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-30,17,6,Sunday,1700,2,False
London Victoria,Gatwick Airport,Southern,2024-09-25,9,9,Wednesday,0930,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-12,9,8,Monday,0930,6,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-26,14,3,Tuesday,1445,0,True
London Kings Cross,Leeds,LNER,2024-11-02,18,11,Saturday,1815,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-15,14,1,Monday,1400,4,False
London Kings Cross,Leeds,LNER,2024-04-13,17,4,Saturday,1745,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-11,12,4,Thursday,1215,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-04,7,1,Thursday,0730,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-29,12,6,Saturday,1200,63,False
London Victoria,Gatwick Airport,Southern,2024-03-10,7,3,Sunday,0745,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-26,2,10,Saturday,0245,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-21,8,8,Wednesday,0845,80,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-11,16,8,Sunday,1600,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-15,8,2,Thursday,0800,2,False
London Kings Cross,Leeds,LNER,2024-02-07,0,2,Wednesday,0000,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-21,8,3,Thursday,0815,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-22,6,10,Tuesday,0630,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-24,17,2,Saturday,1700,1,False
London Waterloo,Southampton Central,South Western Railway,2024-03-16,5,3,Saturday,0500,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-23,8,12,Monday,0815,15,False
Birmingham New St,London Euston,Avanti West Coast,2024-06-07,14,6,Friday,1400,22,False
London Victoria,Gatwick Airport,Southern,2024-08-03,8,8,Saturday,0815,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-12,12,6,Wednesday,1230,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-06,18,10,Sunday,1845,14,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-29,15,4,Monday,1545,0,False
London Victoria,Gatwick Airport,Southern,2024-07-11,19,7,Thursday,1900,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-26,17,4,Friday,1700,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-23,11,5,Thursday,1145,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-22,1,2,Thursday,0115,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-15,18,7,Monday,1845,1,False
London Waterloo,Southampton Central,South Western Railway,2024-12-06,17,12,Friday,1715,2,False
London Waterloo,Southampton Central,South Western Railway,2024-01-09,18,1,Tuesday,1845,1,False
London Victoria,Gatwick Airport,Southern,2024-06-15,17,6,Saturday,1715,0,False
London Kings Cross,Leeds,LNER,2024-05-12,18,5,Sunday,1845,2,False
London Kings Cross,Leeds,LNER,2024-04-05,14,4,Friday,1430,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-10,0,3,Sunday,0045,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-22,7,6,Saturday,0745,4,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-21,20,4,Sunday,2045,13,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-09,17,12,Monday,1730,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-31,3,3,Sunday,0330,0,False
London Victoria,Gatwick Airport,Southern,2024-06-26,18,6,Wednesday,1815,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-01,19,11,Friday,1945,12,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-15,17,12,Sunday,1730,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-31,19,10,Thursday,1945,0,False
London Kings Cross,Leeds,LNER,2024-02-09,15,2,Friday,1500,3,False
London Victoria,Gatwick Airport,Southern,2024-04-02,12,4,Tuesday,1245,3,False
London Waterloo,Southampton Central,South Western Railway,2024-01-31,17,1,Wednesday,1715,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-08,18,2,Thursday,1830,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-24,11,2,Saturday,1100,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-28,8,2,Wednesday,0845,13,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-23,18,2,Friday,1800,1,False
London Kings Cross,Leeds,LNER,2024-01-16,20,1,Tuesday,2045,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-18,23,2,Sunday,2330,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-01,11,2,Thursday,1100,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-11,10,2,Sunday,1015,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-17,8,1,Wednesday,0815,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-09,20,5,Thursday,2045,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-15,8,10,Tuesday,0845,8,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-03,7,10,Thursday,0700,11,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-01,7,2,Thursday,0730,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-25,17,2,Sunday,1715,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-09-09,7,9,Monday,0700,11,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-27,16,6,Thursday,1630,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-05,18,3,Tuesday,1845,8,False
London Kings Cross,Leeds,LNER,2024-03-26,14,3,Tuesday,1430,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-15,18,11,Friday,1830,23,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-03,18,6,Monday,1845,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-27,2,3,Wednesday,0200,4,False
London Kings Cross,Leeds,LNER,2024-03-25,7,3,Monday,0700,2,False
London Victoria,Gatwick Airport,Southern,2024-11-13,1,11,Wednesday,0130,0,False
London Waterloo,Southampton Central,South Western Railway,2024-03-21,9,3,Thursday,0915,3,False
London Kings Cross,Leeds,LNER,2024-07-02,3,7,Tuesday,0315,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-31,6,1,Wednesday,0615,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-26,15,7,Friday,1530,12,False
London Waterloo,Southampton Central,South Western Railway,2024-04-08,19,4,Monday,1930,2,False
London Kings Cross,Leeds,LNER,2024-03-08,0,3,Friday,0000,7,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-03,6,3,Sunday,0630,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-19,18,6,Wednesday,1845,4,False
London Kings Cross,Leeds,LNER,2024-03-01,6,3,Friday,0645,15,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-28,9,10,Monday,0915,0,True
London Kings Cross,Leeds,LNER,2024-11-24,5,11,Sunday,0515,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-02,10,4,Tuesday,1000,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-24,6,7,Wednesday,0645,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-07,19,12,Saturday,1945,5,False
London Kings Cross,Leeds,LNER,2024-11-13,11,11,Wednesday,1145,9,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-03,17,12,Tuesday,1730,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-26,17,3,Tuesday,1700,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-06,8,1,Saturday,0830,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-02,8,6,Sunday,0800,5,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-13,12,5,Monday,1215,0,False
London Kings Cross,Leeds,LNER,2024-02-17,13,2,Saturday,1315,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-26,15,2,Monday,1500,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-08,13,8,Thursday,1345,4,False
London Waterloo,Southampton Central,South Western Railway,2024-03-28,15,3,Thursday,1545,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-23,12,6,Sunday,1230,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-21,13,11,Thursday,1330,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-13,17,6,Thursday,1745,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-16,10,5,Thursday,1015,8,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-20,19,4,Saturday,1930,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-11,7,10,Friday,0715,0,True
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-03,9,4,Wednesday,0945,1,False
London Victoria,Gatwick Airport,Southern,2024-03-29,14,3,Friday,1415,0,False
London Kings Cross,Leeds,LNER,2024-02-16,19,2,Friday,1915,1,False
London Victoria,Gatwick Airport,Southern,2024-05-27,15,5,Monday,1515,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-28,18,3,Thursday,1845,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-24,18,6,Monday,1800,2,False
London Waterloo,Southampton Central,South Western Railway,2024-02-04,12,2,Sunday,1230,0,True
London Waterloo,Southampton Central,South Western Railway,2024-01-26,17,1,Friday,1700,3,False
London Waterloo,Southampton Central,South Western Railway,2024-11-13,7,11,Wednesday,0715,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-14,19,7,Sunday,1900,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-24,12,8,Saturday,1200,12,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-29,12,1,Monday,1245,7,False
London Waterloo,Southampton Central,South Western Railway,2024-12-31,21,12,Tuesday,2100,67,False
London Kings Cross,Leeds,LNER,2024-05-18,11,5,Saturday,1145,6,False
London Waterloo,Southampton Central,South Western Railway,2024-04-15,23,4,Monday,2315,10,False
London Victoria,Gatwick Airport,Southern,2024-12-30,5,12,Monday,0545,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-27,8,6,Thursday,0830,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-25,12,8,Sunday,1245,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-04,19,8,Sunday,1915,5,False
London Kings Cross,Leeds,LNER,2024-05-22,19,5,Wednesday,1900,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-08,11,10,Tuesday,1100,2,False
London Waterloo,Southampton Central,South Western Railway,2024-06-02,17,6,Sunday,1700,0,False
London Waterloo,Southampton Central,South Western Railway,2024-06-06,8,6,Thursday,0830,1,False
London Waterloo,Southampton Central,South Western Railway,2024-06-25,11,6,Tuesday,1130,10,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-17,15,8,Saturday,1500,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-25,9,4,Thursday,0915,3,False
London Victoria,Gatwick Airport,Southern,2024-03-29,7,3,Friday,0745,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-31,9,10,Thursday,0930,1,False
London Victoria,Gatwick Airport,Southern,2024-02-16,10,2,Friday,1030,9,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-24,18,10,Thursday,1845,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-05,12,6,Wednesday,1245,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-09-24,8,9,Tuesday,0815,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-04,18,10,Friday,1830,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-08,17,3,Friday,1745,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-03,8,12,Tuesday,0800,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-17,11,3,Sunday,1115,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-20,2,6,Thursday,0245,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-28,22,5,Tuesday,2230,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-19,7,1,Friday,0715,11,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-18,1,4,Thursday,0145,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-29,17,8,Thursday,1700,6,False
